"","species","area.km2","status"
"30961","Othonna heterophylla",153725.132513147,"NT"
"30962","Othonna lasiocarpa",406851.340790965,"NT"
"30963","Othonna macrophylla",57131.0441876011,"NT"
"30964","Othonna natalensis",430872.216961092,"NT"
"30965","Othonna oleracea",69244.5900958242,"NT"
"30966","Othonna perfoliata",49857.2712741125,"NT"
"30967","Othonna ramulosa",46354.9093198558,"NT"
"30968","Othonna retrofracta",502423.655834753,"NT"
"30969","Othonna triplinervia",110694.260535937,"NT"
"30970","Othonna undulosa",296398.96057418,"NT"
"30971","Otiophora cupheoides",24045.4465102058,"NT"
"30972","Oxalis algoensis",119778.25209513,"NT"
"30973","Oxalis amblyosepala",14005.4418789689,"VU"
"30974","Oxalis annae",416742.008697177,"NT"
"30975","Oxalis argyrophylla",6718.10645291601,"VU"
"30976","Oxalis bifurca",134404.832338633,"NT"
"30977","Oxalis callosa",31759.742298954,"NT"
"30978","Oxalis capillacea",23746.54948732,"NT"
"30979","Oxalis commutata",45681.622543013,"NT"
"30980","Oxalis comosa",44584.6915732806,"NT"
"30981","Oxalis eckloniana",72948.8712439351,"NT"
"30982","Oxalis engleriana",59420.8797331254,"NT"
"30983","Oxalis inaequalis",74309.1782660844,"NT"
"30984","Oxalis lichenoides",40202.3141767928,"NT"
"30985","Oxalis livida",35491.2648646514,"NT"
"30986","Oxalis melanosticta",55855.7152876828,"NT"
"30987","Oxalis minuta",10035.0677978054,"VU"
"30988","Oxalis monophylla",29059.6685367013,"NT"
"30989","Oxalis multicaulis",38732.4687975994,"NT"
"30990","Oxalis namaquana",42763.987762141,"NT"
"30991","Oxalis obliquifolia",1148589.62351087,"NT"
"30992","Oxalis orthopoda",11831.2072711005,"VU"
"30993","Oxalis pendulifolia",29064.0750363153,"NT"
"30994","Oxalis pocockiae",160247.521383376,"NT"
"30995","Oxalis pulchella",252314.816334624,"NT"
"30996","Oxalis punctata",143048.407922516,"NT"
"30997","Oxalis purpurascens",449460.646637209,"NT"
"30998","Oxalis pusilla",33861.3702692785,"NT"
"30999","Oxalis sonderiana",127387.41641777,"NT"
"31000","Oxalis stellata",140264.537170758,"NT"
"31001","Oxalis stokoei",15412.7666346479,"VU"
"31002","Oxalis strigosa",8370.82945945141,"VU"
"31003","Oxalis tenuifolia",20178.4162326771,"NT"
"31004","Oxalis truncatula",37035.6934480005,"NT"
"31005","Oxygonum dregeanum",799154.914853551,"NT"
"31006","Oxygonum sinuatum",8144017.82780987,"NT"
"31007","Ozoroa mucronata",44320.9229336684,"NT"
"31008","Ozoroa paniculosa",1594240.20346026,"NT"
"31009","Pachites bodkinii",25168.4975767071,"NT"
"31010","Pachycarpus asperifolius",146144.395825745,"NT"
"31011","Pachycarpus grandiflorus",310483.45166727,"NT"
"31012","Pachycarpus schinzianus",59541.4822463104,"NT"
"31013","Pachypodium lealii",252965.964871623,"NT"
"31014","Paramollugo nudicaulis",23017433.0077713,"NT"
"31015","Paranomus abrotanifolius",8366.66477316953,"VU"
"31016","Paranomus bolusii",11735.114384499,"VU"
"31017","Paranomus bracteolaris",24328.2117424592,"NT"
"31018","Paranomus dregei",36168.1855795614,"NT"
"31019","Paranomus lagopus",8598.46710843788,"VU"
"31020","Paranomus reflexus",1741.33486805012,"EN"
"31021","Paranomus roodebergensis",17182.4678823177,"VU"
"31022","Paranomus sceptrum-gustavianus",6681.89292892444,"VU"
"31023","Paranomus spicatus",3328.98989832978,"EN"
"31024","Paranomus tomentosus",15542.746397596,"VU"
"31025","Parapolydora fastigiata",1352644.39314454,"NT"
"31026","Passerina ericoides",47602.9430362892,"NT"
"31027","Passerina falcifolia",128425.096758225,"NT"
"31028","Passerina montana",633204.354802854,"NT"
"31029","Passerina obtusifolia",340427.863191851,"NT"
"31030","Passerina paleacea",37181.9102226154,"NT"
"31031","Passerina rigida",3915728.49690504,"NT"
"31032","Pauridia alba",33634.5664300402,"NT"
"31033","Pauridia aquatica",215415.900386572,"NT"
"31034","Pauridia canaliculata",11805.7201336515,"VU"
"31035","Pauridia flaccida",141345.17656345,"NT"
"31036","Pauridia gracilipes",160887.697256651,"NT"
"31037","Pauridia linearis",23891.9603947246,"NT"
"31038","Pauridia minuta",109785.836555701,"NT"
"31039","Pauridia monophylla",21774.5997717689,"NT"
"31040","Pauridia ovata",20156.6276756875,"NT"
"31041","Pauridia pygmaea",85643.8007403338,"NT"
"31042","Pavetta edentula",206668.749022421,"NT"
"31043","Pavetta eylesii",376699.560779948,"NT"
"31044","Pavetta gardeniifolia",6309037.36418295,"NT"
"31045","Pavetta lanceolata",343093.308490681,"NT"
"31046","Pavetta zeyheri",615906.786876625,"NT"
"31047","Pavonia burchellii",4278723.90708124,"NT"
"31048","Pavonia columella",836982.385043509,"NT"
"31049","Pavonia transvaalensis",515731.50165432,"NT"
"31050","Pearsonia aristata",286809.029772657,"NT"
"31051","Pearsonia cajanifolia",156328.096188135,"NT"
"31052","Pearsonia grandifolia",154133.938919625,"NT"
"31053","Peddiea africana",798549.263129017,"NT"
"31054","Pegolettia baccaridifolia",153283.906162749,"NT"
"31055","Pegolettia retrofracta",718424.493233952,"NT"
"31056","Pelargonium aridum",253329.18154861,"NT"
"31057","Pelargonium articulatum",275825.523497962,"NT"
"31058","Pelargonium asarifolium",11844.2178591748,"VU"
"31059","Pelargonium candicans",125056.848733152,"NT"
"31060","Pelargonium capillare",6802.647929399,"VU"
"31061","Pelargonium carneum",57946.6470785901,"NT"
"31062","Pelargonium carnosum",222098.752879973,"NT"
"31063","Pelargonium caucalifolium",214285.485929602,"NT"
"31064","Pelargonium chelidonium",18693.216411281,"VU"
"31065","Pelargonium coronopifolium",55762.5964330013,"NT"
"31066","Pelargonium crithmifolium",211434.5360827,"NT"
"31067","Pelargonium dasyphyllum",75092.2145504478,"NT"
"31068","Pelargonium dipetalum",59466.0868387383,"NT"
"31069","Pelargonium dolomiticum",356433.324031942,"NT"
"31070","Pelargonium elegans",28767.8688141107,"NT"
"31071","Pelargonium elongatum",153400.670530638,"NT"
"31072","Pelargonium englerianum",131184.732088215,"NT"
"31073","Pelargonium fruticosum",101072.143140609,"NT"
"31074","Pelargonium gibbosum",30749.3967966749,"NT"
"31075","Pelargonium glutinosum",576180.215066891,"NT"
"31076","Pelargonium hispidum",109655.993317037,"NT"
"31077","Pelargonium karooicum",162122.845210813,"NT"
"31078","Pelargonium lanceolatum",17053.5205893258,"VU"
"31079","Pelargonium laxum",87163.7456209683,"NT"
"31080","Pelargonium longicaule",141284.779314251,"NT"
"31081","Pelargonium longifolium",94180.8511071215,"NT"
"31082","Pelargonium luteolum",59732.3862730954,"NT"
"31083","Pelargonium magenteum",104604.689983759,"NT"
"31084","Pelargonium minimum",385375.824938043,"NT"
"31085","Pelargonium moniliforme",100274.4561483,"NT"
"31086","Pelargonium multicaule",1124764.29030652,"NT"
"31087","Pelargonium multiradiatum",155717.335500393,"NT"
"31088","Pelargonium odoratissimum",441214.260550456,"NT"
"31089","Pelargonium patulum",42351.9794707191,"NT"
"31090","Pelargonium pillansii",194049.853977693,"NT"
"31091","Pelargonium pilosellifolium",125561.350614446,"NT"
"31092","Pelargonium pinnatum",122114.126000456,"NT"
"31093","Pelargonium proliferum",102736.398279955,"NT"
"31094","Pelargonium pulchellum",60574.2893702344,"NT"
"31095","Pelargonium pulverulentum",207951.901180869,"NT"
"31096","Pelargonium radulifolium",168773.795139087,"NT"
"31097","Pelargonium ranunculophyllum",387166.38644058,"NT"
"31098","Pelargonium ribifolium",82919.2700552877,"NT"
"31099","Pelargonium scabroide",5137.81009318958,"VU"
"31100","Pelargonium senecioides",144972.985516514,"NT"
"31101","Pelargonium spinosum",77850.2161623138,"NT"
"31102","Pelargonium suburbanum",47488.2938836579,"NT"
"31103","Pelargonium ternatum",51301.2287941197,"NT"
"31104","Pelargonium ternifolium",18621.3509917001,"VU"
"31105","Pelargonium trifidum",41275.0438348535,"NT"
"31106","Pelargonium trifoliolatum",49418.8372243072,"NT"
"31107","Pelargonium xerophyton",119175.650292863,"NT"
"31108","Peliostomum virgatum",162604.368182263,"NT"
"31109","Pellaea pteroides",37241.3534676858,"NT"
"31110","Peltocalathos baurii",167250.086360087,"NT"
"31111","Penaea acutifolia",46257.8954876739,"NT"
"31112","Pentameris airoides",2254738.13351052,"NT"
"31113","Pentameris curvifolia",124358.396088418,"NT"
"31114","Pentameris pallida",863643.743350502,"NT"
"31115","Pentarrhinum insipidum",1745981.75393782,"NT"
"31116","Peponium caledonicum",508734.373681481,"NT"
"31117","Petalacte coronata",123935.316728983,"NT"
"31118","Petalidium setosum",470782.534679775,"NT"
"31119","Petalidium variabile",180957.384152264,"NT"
"31120","Phaeoptilum spinosum",1218408.72179007,"NT"
"31121","Pharnaceum aurantium",524868.733134393,"NT"
"31122","Pharnaceum elongatum",173673.024345127,"NT"
"31123","Pharnaceum lanatum",96082.8209017512,"NT"
"31124","Pharnaceum lineare",75018.4315703565,"NT"
"31125","Philyrophyllum schinzii",172395.281962305,"NT"
"31126","Phylica axillaris",203332.68659976,"NT"
"31127","Phylica cephalantha",65070.729873667,"NT"
"31128","Phylica curvifolia",12064.5895489613,"VU"
"31129","Phylica debilis",70158.6183960072,"NT"
"31130","Phylica dioica",3341.00978860885,"EN"
"31131","Phylica dodii",62954.3864244629,"NT"
"31132","Phylica imberbis",183794.402241089,"NT"
"31133","Phylica karroica",39618.4549039801,"NT"
"31134","Phylica lachneaeoides",12130.7330158244,"VU"
"31135","Phylica lanata",39553.6803930288,"NT"
"31136","Phylica lasiocarpa",50683.2270910927,"NT"
"31137","Phylica litoralis",431010.910791954,"NT"
"31138","Phylica paniculata",807529.91939984,"NT"
"31139","Phylica parviflora",42298.2204352667,"NT"
"31140","Phylica spicata",76850.7275237,"NT"
"31141","Phylica strigosa",33686.4097191834,"NT"
"31142","Phylica strigulosa",16896.4393325326,"VU"
"31143","Phylica thunbergiana",10059.2461685406,"VU"
"31144","Phylica villosa",13898.9080133683,"VU"
"31145","Phyllanthus parvulus",967761.777874212,"NT"
"31146","Phyllopodium cephalophorum",253666.507154794,"NT"
"31147","Phyllopodium cordatum",221331.354058985,"NT"
"31148","Phymaspermum athanasioides",432505.955448544,"NT"
"31149","Piaranthus geminatus",96780.6223595644,"NT"
"31150","Piliostigma thonningii",14850211.8360781,"NT"
"31151","Platycarpha glomerata",146931.199894434,"NT"
"31152","Platycarphella carlinoides",116190.125214294,"NT"
"31153","Plecostachys polifolia",130934.749507385,"NT"
"31154","Plectranthus ambiguus",179872.27385549,"NT"
"31155","Plectranthus grallatus",271200.914676676,"NT"
"31156","Plicosepalus kalachariensis",4111589.36619508,"NT"
"31157","Plumbago tristis",44810.0559149358,"NT"
"31158","Podalyria buxifolia",170373.622208172,"NT"
"31159","Podalyria microphylla",26906.0095988688,"NT"
"31160","Podalyria variabilis",48993.0899150103,"NT"
"31161","Pollichia campestris",4707535.47844145,"NT"
"31162","Polpoda capensis",90439.5891812833,"NT"
"31163","Polyarrhena reflexa",23463.016500651,"NT"
"31164","Polygala albida",717142.52070223,"NT"
"31165","Polygala bracteolata",113397.016502919,"NT"
"31166","Polygala gerrardii",381713.206815562,"NT"
"31167","Polygala gracilenta",234876.678738377,"NT"
"31168","Polygala hottentotta",713847.118679447,"NT"
"31169","Polygala microlopha",227677.140330137,"NT"
"31170","Polygala peduncularis",20245.500884948,"NT"
"31171","Polygala producta",932417.50000758,"NT"
"31172","Polygala pubiflora",13597.6415217407,"VU"
"31173","Polygala refracta",319557.277488607,"NT"
"31174","Polygala teretifolia",29134.3031117852,"NT"
"31175","Polygala transvaalensis",277985.190817948,"NT"
"31176","Polygala umbellata",52647.3513170852,"NT"
"31177","Polygala uncinata",1035840.79256793,"NT"
"31178","Polystachya ottoniana",634199.673893872,"NT"
"31179","Polystachya pubescens",140330.886095398,"NT"
"31180","Polystachya sandersonii",113123.393568195,"NT"
"31181","Polystachya transvaalensis",36126.6300453754,"NT"
"31182","Polystichum luctuosum",3408088.91052263,"NT"
"31183","Populus simonii",13607453.3712573,"NT"
"31184","Portulaca kermesina",2058310.59431204,"NT"
"31185","Portulacaria fruticulosa",171006.465126159,"NT"
"31186","Portulacaria namaquensis",121500.500548743,"NT"
"31187","Prismatocarpus candolleanus",77069.9983943961,"NT"
"31188","Prismatocarpus diffusus",93936.0907022952,"NT"
"31189","Prismatocarpus fruticosus",54114.7922352801,"NT"
"31190","Pristimera longipetiolata",240857.983423324,"NT"
"31191","Priva adhaerens",505453.185694603,"NT"
"31192","Protea amplexicaulis",16956.5949793049,"VU"
"31193","Protea angustata",4993.22823669214,"EN"
"31194","Protea aristata",82172.4798073033,"NT"
"31195","Protea canaliculata",37904.7967003063,"NT"
"31196","Protea cryophila",5149.73120118994,"VU"
"31197","Protea dracomontana",77606.4347708086,"NT"
"31198","Protea foliosa",22742.6113350324,"NT"
"31199","Protea humiflora",28964.5471702628,"NT"
"31200","Protea lacticolor",18465.5307707295,"VU"
"31201","Protea laevis",55696.2938313488,"NT"
"31202","Protea lepidocarpodendron",15026.3403946797,"VU"
"31203","Protea longifolia",13361.7121366948,"VU"
"31204","Protea lorea",3353.15959838359,"EN"
"31205","Protea lorifolia",60385.3004154437,"NT"
"31206","Protea montana",17414.5254121757,"VU"
"31207","Protea parvula",55251.0668112335,"NT"
"31208","Protea pendula",24128.2477728255,"NT"
"31209","Protea piscina",41130.5270299536,"NT"
"31210","Protea pityphylla",8479.2925792019,"VU"
"31211","Protea pudens",15059.1151815433,"VU"
"31212","Protea recondita",22392.1630024856,"NT"
"31213","Protea rubropilosa",20093.29210905,"NT"
"31214","Protea scorzonerifolia",8431.24621247139,"VU"
"31215","Protea simplex",204571.121823232,"NT"
"31216","Protea subulifolia",21813.3307047024,"NT"
"31217","Protea sulphurea",25726.4351000336,"NT"
"31218","Protea susannae",38978.1921941445,"NT"
"31219","Protea tenax",15590.9091968543,"VU"
"31220","Protea venusta",29585.3630241179,"NT"
"31221","Protea welwitschii",1196608.32121175,"NT"
"31222","Protea witzenbergiana",20644.1590434364,"NT"
"31223","Psammotropha mucronata",243219.600943158,"NT"
"31224","Pseudogaltonia clavata",735299.217426884,"NT"
"31225","Pseudognaphalium undulatum",758768.827999152,"NT"
"31226","Pseudopegolettia tenella",284859.104436359,"NT"
"31227","Pseudopentameris macrantha",66944.1142692724,"NT"
"31228","Pseudoselago langebergensis",35811.7845976254,"NT"
"31229","Pseudoselago outeniquensis",41116.0413725992,"NT"
"31230","Pseudoselago peninsulae",3341.00978860885,"EN"
"31231","Pseudoselago verbenacea",25151.6964558488,"NT"
"31232","Psoralea aculeata",10022.9027175333,"VU"
"31233","Psoralea alata",73247.9179730127,"NT"
"31234","Psoralea aphylla",82669.585888827,"NT"
"31235","Psoralea axillaris",49935.3175298464,"NT"
"31236","Psoralea glabra",336258.794448705,"NT"
"31237","Psoralea imbricata",25168.4975767071,"NT"
"31238","Psoralea plauta",46401.6837001862,"NT"
"31239","Psoralea pullata",26913.3636318811,"NT"
"31240","Psoralea speciosa",83971.9306250444,"NT"
"31241","Psoralea trullata",68465.1667749971,"NT"
"31242","Psoralea usitata",100737.263799639,"NT"
"31243","Psoralea vanberkeliae",11999.1754294122,"VU"
"31244","Psoralea verrucosa",82268.0587503477,"NT"
"31245","Psydrax lividus",2454906.67379687,"NT"
"31246","Psydrax obovatus",726522.721472185,"NT"
"31247","Pterocelastrus echinatus",345329.907300473,"NT"
"31248","Pterocelastrus rostratus",168163.384807825,"NT"
"31249","Pterodiscus speciosus",360154.398470307,"NT"
"31250","Pterolobium stellatum",2377644.48281058,"NT"
"31251","Pteronia ciliata",147073.568548817,"NT"
"31252","Pteronia divaricata",185932.057873178,"NT"
"31253","Pteronia elongata",118900.888436349,"NT"
"31254","Pteronia flexicaulis",53209.0708602232,"NT"
"31255","Pteronia glabrata",219609.073686472,"NT"
"31256","Pteronia hirsuta",88531.2000664074,"NT"
"31257","Pteronia hutchinsoniana",34359.5902195966,"NT"
"31258","Pteronia mucronata",641396.762613037,"NT"
"31259","Pteronia onobromoides",22601.7955560145,"NT"
"31260","Pteronia paniculata",356485.663138053,"NT"
"31261","Pteronia tenuifolia",11685.0674132642,"VU"
"31262","Pteronia teretifolia",64371.517582503,"NT"
"31263","Pteronia uncinata",30441.0694642124,"NT"
"31264","Pteronia viscosa",132690.73371277,"NT"
"31265","Pterygodium bicolorum",6656.95285314674,"VU"
"31266","Pterygodium crispum",104082.588061165,"NT"
"31267","Pterygodium hallii",133183.168028125,"NT"
"31268","Pterygodium magnum",251555.636015527,"NT"
"31269","Pterygodium nigrescens",215652.627728919,"NT"
"31270","Pterygodium platypetalum",68084.1793461025,"NT"
"31271","Pterygodium schelpei",60650.1976735393,"NT"
"31272","Pterygodium volucris",249088.225185574,"NT"
"31273","Ptycholobium biflorum",878895.467818469,"NT"
"31274","Putterlickia verrucosa",161679.84926204,"NT"
"31275","Pygmaeothamnus zeyheri",1560790.92155888,"NT"
"31276","Pyrenacantha scandens",88206.5843872014,"NT"
"31277","Quercus castaneifolia",4093452.41912404,"NT"
"31278","Quercus leucotrichophora",907253.94791818,"NT"
"31279","Radinosiphon leptostachya",32069.2794973119,"NT"
"31280","Radyera urens",726753.517146603,"NT"
"31281","Rafnia amplexicaulis",137039.344333354,"NT"
"31282","Rafnia capensis",244006.540020552,"NT"
"31283","Rafnia triflora",80563.1211820774,"NT"
"31284","Rafnia vlokii",15496.792199729,"VU"
"31285","Rangaeris muscicola",2441506.49941515,"NT"
"31286","Raphionacme galpinii",539365.50916287,"NT"
"31287","Restio bifarius",11686.6273340123,"VU"
"31288","Restio bifurcus",35309.8730424213,"NT"
"31289","Restio capensis",110976.447007341,"NT"
"31290","Restio dispar",31944.1339978929,"NT"
"31291","Restio egregius",18391.1451213805,"VU"
"31292","Restio sieberi",276088.264899259,"NT"
"31293","Restio triticeus",145531.907777165,"NT"
"31294","Reynoutria sachalinensis",19814774.1218588,"NT"
"31295","Rhamnus prinoides",3642635.46643052,"NT"
"31296","Rhigiophyllum squarrosum",11697.2172305624,"VU"
"31297","Rhigozum zambesiacum",760057.946784,"NT"
"31298","Rhinacanthus xerophilus",249482.916216544,"NT"
"31299","Rhodocoma gigantea",29227.8360018955,"NT"
"31300","Rhoiacarpos capensis",66985.9052222719,"NT"
"31301","Rhoicissus digitata",770636.014464482,"NT"
"31302","Rhoicissus revoilii",1986548.02173072,"NT"
"31303","Rhoicissus rhomboidea",201557.984601626,"NT"
"31304","Rhombophyllum dolabriforme",58069.4619982615,"NT"
"31305","Rhynchosia caribaea",5786677.24831669,"NT"
"31306","Rhynchosia chrysoscias",58140.7933409597,"NT"
"31307","Rhynchosia ferulifolia",43925.0577056295,"NT"
"31308","Rhynchosia nitens",107962.73074587,"NT"
"31309","Rhynchospora rubra",13976585.7063259,"NT"
"31310","Riccia crinita",6607154.55390512,"NT"
"31311","Riocreuxia polyantha",449895.724982642,"NT"
"31312","Riocreuxia torulosa",666431.200596814,"NT"
"31313","Robsonodendron maritimum",2161372.35088919,"NT"
"31314","Roella amplexicaulis",3341.00978860885,"EN"
"31315","Roella incurva",85906.3585610591,"NT"
"31316","Roella maculata",3328.98989832978,"EN"
"31317","Roella muscosa",3341.00978860885,"EN"
"31318","Roella triflora",5005.50478079742,"VU"
"31319","Roepera cordifolia",205160.677782054,"NT"
"31320","Roepera debilis",44978.1809904968,"NT"
"31321","Roepera foetida",248860.660981925,"NT"
"31322","Roepera fulva",303744.644451928,"NT"
"31323","Roepera lichtensteiniana",361821.548148147,"NT"
"31324","Roepera maritima",34520.3344213035,"NT"
"31325","Roepera morgsana",306000.488217997,"NT"
"31326","Roepera sessilifolia",49036.5476741723,"NT"
"31327","Roepera spinosa",122669.088237463,"NT"
"31328","Romulea atrandra",319284.452513405,"NT"
"31329","Romulea cruciata",149344.423086556,"NT"
"31330","Romulea eximia",20245.7640775691,"NT"
"31331","Romulea hirsuta",71577.4695961537,"NT"
"31332","Romulea macowanii",131270.93229156,"NT"
"31333","Romulea tabularis",45926.862231287,"NT"
"31334","Roridula dentata",5137.81009318958,"VU"
"31335","Rotheca hirsuta",270728.869928223,"NT"
"31336","Rotheca louwalbertsii",133433.965626337,"NT"
"31337","Rubia horrida",325785.884078609,"NT"
"31338","Rubia petiolaris",613008.294631672,"NT"
"31339","Rubus affinis",355445.530329167,"NT"
"31340","Rubus ludwigii",337441.516569428,"NT"
"31341","Rubus pinnatus",9994439.69977654,"NT"
"31342","Rubus rigidus",1851981.46450226,"NT"
"31343","Ruellia cordata",1033253.40675312,"NT"
"31344","Ruellia patula",10714442.3147665,"NT"
"31345","Rumex usambarensis",4213153.65750686,"NT"
"31346","Ruschia approximata",28950.984233064,"NT"
"31347","Ruschia calcicola",30485.8763288393,"NT"
"31348","Ruschia diversifolia",82017.1951966626,"NT"
"31349","Ruschia duthieae",13805.5339937688,"VU"
"31350","Ruschia hamata",271252.793131541,"NT"
"31351","Ruschia intricata",406419.712817121,"NT"
"31352","Ruschia knysnana",72799.260494167,"NT"
"31353","Ruschia leptocalyx",30562.7162907467,"NT"
"31354","Ruschia lineolata",62820.8751019241,"NT"
"31355","Ruschia misera",21956.0296701584,"NT"
"31356","Ruschia multiflora",65136.4198859511,"NT"
"31357","Ruschia orientalis",54371.8799766286,"NT"
"31358","Ruschia pungens",114118.378995691,"NT"
"31359","Ruschia putterillii",219609.427049399,"NT"
"31360","Ruschia rubricaulis",2602163.75181418,"NT"
"31361","Ruschia ruralis",199207.727899645,"NT"
"31362","Ruschia sarmentosa",43846.7178496628,"NT"
"31363","Ruschia tecta",6717.31706036987,"VU"
"31364","Ruschia tenella",136506.469234224,"NT"
"31365","Salacia kraussii",177601.079453534,"NT"
"31366","Salacia rehmannii",64110.1479081753,"NT"
"31367","Salicornia meyeriana",68744.034027548,"NT"
"31368","Salix mucronata",6157752.6069074,"NT"
"31369","Salvia albicaulis",49996.0107744816,"NT"
"31370","Salvia chamelaeagnea",136861.001069866,"NT"
"31371","Salvia disermas",499669.809173319,"NT"
"31372","Salvia namaensis",29080.529452249,"NT"
"31373","Salvia runcinata",760498.440829917,"NT"
"31374","Salvia stenophylla",641152.621915405,"NT"
"31375","Satyrium acuminatum",42922.8879922937,"NT"
"31376","Satyrium bicallosum",73002.0491951269,"NT"
"31377","Satyrium cristatum",237452.532769626,"NT"
"31378","Satyrium humile",85260.2983530367,"NT"
"31379","Satyrium ligulatum",93728.3587009701,"NT"
"31380","Satyrium longicauda",279789.937865756,"NT"
"31381","Satyrium longicolle",70601.8598980986,"NT"
"31382","Satyrium lupulinum",42188.7052410945,"NT"
"31383","Satyrium neglectum",330950.374493718,"NT"
"31384","Satyrium rhynchanthum",45531.391895265,"NT"
"31385","Satyrium sphaerocarpum",318816.600699442,"NT"
"31386","Scabiosa africana",820013.986585974,"NT"
"31387","Scadoxus membranaceus",1370739.17139158,"NT"
"31388","Schistostephium crataegifolium",664147.806219875,"NT"
"31389","Schistostephium umbellatum",46401.6837001862,"NT"
"31390","Schizochilus flexuosus",216543.144865866,"NT"
"31391","Schizochilus zeyheri",242670.156558499,"NT"
"31392","Schizoglossum atropurpureum",260112.261015323,"NT"
"31393","Schizoglossum bidens",328291.941264562,"NT"
"31394","Schizoglossum cordifolium",408488.444841048,"NT"
"31395","Schoenoplectus scirpoides",6647755.22585245,"NT"
"31396","Scirpoides burkei",251855.167917119,"NT"
"31397","Scolopia mundii",491194.246148394,"NT"
"31398","Searsia angustifolia",69875.4734023821,"NT"
"31399","Searsia burchellii",618777.323652961,"NT"
"31400","Searsia carnosula",290249.479293878,"NT"
"31401","Searsia ciliata",193541.677451708,"NT"
"31402","Searsia crenata",504320.60759956,"NT"
"31403","Searsia cuneifolia",21800.6173624538,"NT"
"31404","Searsia dentata",709147.745983786,"NT"
"31405","Searsia discolor",419762.689275207,"NT"
"31406","Searsia dissecta",119190.2602387,"NT"
"31407","Searsia divaricata",221942.090297554,"NT"
"31408","Searsia leptodictya",551129.167881691,"NT"
"31409","Searsia longispina",455343.263640869,"NT"
"31410","Searsia lucida",1033229.25635648,"NT"
"31411","Searsia magalismontana",244335.949291924,"NT"
"31412","Searsia natalensis",2455603.0504257,"NT"
"31413","Searsia pallens",818449.585772619,"NT"
"31414","Searsia pendulina",1454844.25839777,"NT"
"31415","Searsia pentheri",365489.269044014,"NT"
"31416","Searsia populifolia",136681.503822743,"NT"
"31417","Searsia pterota",125104.57412208,"NT"
"31418","Searsia refracta",89933.6823247557,"NT"
"31419","Searsia rehmanniana",453099.375788126,"NT"
"31420","Searsia rigida",845215.58422937,"NT"
"31421","Searsia transvaalensis",405211.612940714,"NT"
"31422","Searsia tumulicola",107091.843046143,"NT"
"31423","Searsia zeyheri",182503.385848426,"NT"
"31424","Sebaea albens",69652.935704681,"NT"
"31425","Sebaea sedoides",242649.92881917,"NT"
"31426","Secamone alpini",1480039.26707035,"NT"
"31427","Secamone filiformis",851298.598146486,"NT"
"31428","Secamone parvifolia",329182.834099403,"NT"
"31429","Securidaca longepedunculata",9490481.75782003,"NT"
"31430","Selaginella mittenii",229659.061570972,"NT"
"31431","Selago canescens",601087.751868686,"NT"
"31432","Selago densiflora",1419049.21131971,"NT"
"31433","Selago dolosa",427578.784936053,"NT"
"31434","Selago geniculata",347532.001357805,"NT"
"31435","Selago villicaulis",95567.8004968095,"NT"
"31436","Senecio abbreviatus",189301.199441174,"NT"
"31437","Senecio abruptus",346032.578636326,"NT"
"31438","Senecio arenarius",1296888.23974771,"NT"
"31439","Senecio arniciflorus",15056.6354467016,"VU"
"31440","Senecio barbertonicus",8775423.96835506,"NT"
"31441","Senecio chrysocoma",472556.616767906,"NT"
"31442","Senecio consanguineus",596759.77301825,"NT"
"31443","Senecio deltoideus",601379.523228017,"NT"
"31444","Senecio glaberrimus",258163.260655724,"NT"
"31445","Senecio halimifolius",44032.1880495542,"NT"
"31446","Senecio hastatus",602404.076087633,"NT"
"31447","Senecio inornatus",427292.141821699,"NT"
"31448","Senecio isatidioides",247655.816043299,"NT"
"31449","Senecio junceus",227000.273700933,"NT"
"31450","Senecio linifolius",132579.263496513,"NT"
"31451","Senecio littoreus",91462.6587818488,"NT"
"31452","Senecio paniculatus",158278.609142771,"NT"
"31453","Senecio pauciflosculosus",20805.8118104313,"NT"
"31454","Senecio pillansii",6667.93291444788,"VU"
"31455","Senecio pinifolius",119869.702896056,"NT"
"31456","Senecio polyanthemoides",4968760.17654099,"NT"
"31457","Senecio polyodon",302663.033959813,"NT"
"31458","Senecio pubigerus",74792.4628919175,"NT"
"31459","Senecio purpureus",1592145.45123575,"NT"
"31460","Senecio rhyncholaenus",217959.688490974,"NT"
"31461","Senecio rigidus",108469.064257618,"NT"
"31462","Senecio ruwenzoriensis",861767.452709142,"NT"
"31463","Senecio speciosissimus",6694.31463073572,"VU"
"31464","Senecio subcanescens",52451.7739024277,"NT"
"31465","Senecio triqueter",21773.0218959814,"NT"
"31466","Senecio umbellatus",181256.361939739,"NT"
"31467","Senecio venosus",553329.482294143,"NT"
"31468","Senecio verbascifolius",11711.5827265189,"VU"
"31469","Senegalia burkei",472899.882465724,"NT"
"31470","Senegalia erubescens",1543082.07274745,"NT"
"31471","Senegalia galpinii",4569793.60999256,"NT"
"31472","Senegalia hereroensis",230282.773328662,"NT"
"31473","Senegalia nigrescens",3056732.31906136,"NT"
"31474","Senegalia polyacantha",20890126.6274366,"NT"
"31475","Senegalia schweinfurthii",807581.614475802,"NT"
"31476","Senegalia senegal",24009745.5971709,"NT"
"31477","Senna sophera",20106157.4096024,"NT"
"31478","Senna splendida",2795518.55057345,"NT"
"31479","Seriphium cinereum",131145.918974184,"NT"
"31480","Seriphium incanum",21774.5997717689,"NT"
"31481","Seriphium spirale",86920.6606619178,"NT"
