"","species","area.km2","status"
"24750","Hypericum coris",240068.945780547,"NT"
"24751","Thalictrum foetidum",8911067.65221635,"NT"
"24752","Coriaria myrtifolia",491655.839995928,"NT"
"24753","Arenaria purpurascens",63285.0710678727,"NT"
"24754","Banksia baxteri",76595.5823229136,"NT"
"24755","Canscora diffusa",626088.621660655,"NT"
"24756","Vochysia thyrsoidea",375567.067856948,"NT"
"24757","Disa uncinata",111243.304614842,"NT"
"24758","Corallodiscus lanuginosus",1496904.03016522,"NT"
"24759","Salix appendiculata",426953.587884228,"NT"
"24760","Salix myrtilloides",16441972.4920793,"NT"
"24761","Saxifraga mutata",121921.161798565,"NT"
"24762","Potentilla nivalis",95962.609052817,"NT"
"24763","Adenanthera microsperma",5552953.69988337,"NT"
"24764","Camellia oleifera",2726589.66108985,"NT"
"24765","Sobralia dichotoma",226783.590718717,"NT"
"24766","Astragalus sempervirens",142268.863647801,"NT"
"24767","Vicia dumetorum",3129369.79921849,"NT"
"24768","Ononis fruticosa",302589.900079478,"NT"
"24769","Onobrychis arenaria",20913512.6762426,"NT"
"24770","Euphorbia illirica",885875.852060519,"NT"
"24771","Polygala amara",215726.472241732,"NT"
"24772","Urtica sykesii",373890.517240441,"NT"
"24773","Colliguaja odorifera",154049.236794533,"NT"
"24774","Gentiana brachyphylla",147829.883856675,"NT"
"24775","Pulmonaria montana",446044.376207017,"NT"
"24776","Teucrium flavum",932662.115308114,"NT"
"24777","Scutellaria alpina",220479.540229986,"NT"
"24778","Plantago atrata",1146070.65175021,"NT"
"24779","Trifolium spumosum",6876242.63781708,"NT"
"24780","Adiantum venustum",876896.360434395,"NT"
"24781","Campanula cespitosa",60020.7022509876,"NT"
"24782","Lonicera nigra",793203.131711393,"NT"
"24783","Valeriana celtica",176508.737887643,"NT"
"24784","Achillea nana",96893.9489450207,"NT"
"24785","Achillea erba-rotta",452797.593376208,"NT"
"24786","Artemisia glacialis",20688.6506551435,"NT"
"24787","Artemisia pedemontana",69836.2931771707,"NT"
"24788","Jacobaea incana",74131.4231978514,"NT"
"24789","Carthamus carduncellus",282490.103416576,"NT"
"24790","Lactuca quercina",1419146.98854817,"NT"
"24791","Lotus alpinus",2229291.19558128,"NT"
"24792","Carex cespitosa",18336308.8088341,"NT"
"24793","Hordelymus europaeus",5058683.78450421,"NT"
"24794","Urtica perconfusa",293864.991836713,"NT"
"24795","Hedysarum boveanum",155829.94386649,"NT"
"24796","Agrostis curtisii",212830.497587993,"NT"
"24797","Bromus benekenii",7106499.64037857,"NT"
"24798","Hypericum lalandii",964322.577291829,"NT"
"24799","Trematocarpus dichotomus",1084213.24546627,"NT"
"24800","Codium bernabei",445247.370313785,"NT"
"24801","Phalaenopsis pulcherrima",683541.803549705,"NT"
"24802","Clematis villosa",2218585.21406454,"NT"
"24803","Caiophora chuquitensis",939331.586784929,"NT"
"24804","Erica abietina",6669.7428740317,"VU"
"24805","Tillandsia didisticha",1549825.26374813,"NT"
"24806","Heliconia aemygdiana",937284.835555925,"NT"
"24807","Commiphora marlothii",1686629.27801253,"NT"
"24808","Pimpinella peregrina",3931423.39605924,"NT"
"24809","Prospero autumnale",3519759.41276413,"NT"
"24810","Micromeria filiformis",19504.5373140338,"VU"
"24811","Gentiana occidentalis",83263.6893338579,"NT"
"24812","Crepis jacquinii",151875.94828434,"NT"
"24813","Hypochaeris uniflora",264123.904370363,"NT"
"24814","Carduus personata",762610.190792578,"NT"
"24815","Orbea namaquensis",53703.5023303675,"NT"
"24816","Alstonia muelleriana",254084.787124943,"NT"
"24817","Cakile arctica",3006661.93657186,"NT"
"24818","Jacobaea subalpina",90893.2893342417,"NT"
"24819","Leucanthemum rotundifolium",111623.982467332,"NT"
"24820","Calamagrostis arundinacea",22261867.8273565,"NT"
"24821","Salix silesiaca",46938.7604045848,"NT"
"24822","Oreochloa disticha",89084.269167286,"NT"
"24823","Senecio nemorensis",29517650.2758503,"NT"
"24824","Galium normanii",447941.002789327,"NT"
"24825","Cardamine glanduligera",433037.421740771,"NT"
"24826","Melicope rubra",73909.5299095532,"NT"
"24827","Davidsonia jerseyana",313315.038439048,"NT"
"24828","Santalum acuminatum",2463768.21402135,"NT"
"24829","Potentilla grandiflora",103891.695884619,"NT"
"24830","Scrophularia rubricaulis",196967.72646472,"NT"
"24831","Paragymnopteris marantae",3202396.98833375,"NT"
"24832","Selaginella flabellata",81979.5879961445,"NT"
"24833","Frangula rupestris",316079.85165466,"NT"
"24834","Anemone decapetala",2097028.53205595,"NT"
"24835","Tectaria subtriphylla",3936067.14166166,"NT"
"24836","Tectaria simonsii",116577.479978042,"NT"
"24837","Ficus sarmentosa",4842525.07279813,"NT"
"24838","Pitraea cuneato-ovata",1724488.29116459,"NT"
"24839","Pyrrosia confluens",3363440.98766331,"NT"
"24840","Leucosidea sericea",485451.662177988,"NT"
"24841","Condea emoryi",605970.033215503,"NT"
"24842","Condea verticillata",250972.13758954,"NT"
"24843","Apodytes dimidiata",2023578.36481664,"NT"
"24844","Wrightia tinctoria",3997494.81791472,"NT"
"24845","Lagerstroemia parviflora",2194201.52825695,"NT"
"24846","Lithophyllum carpophylli",329771.962136043,"NT"
"24847","Ochradenus arabicus",1916880.06309974,"NT"
"24848","Convolvulus virgatus",2271307.09213045,"NT"
"24849","Haplophyllum tuberculatum",9726170.52020337,"NT"
"24850","Chrozophora oblongifolia",2895830.60566075,"NT"
"24851","Ochradenus aucheri",1467566.55615387,"NT"
"24852","Veronica syriaca",821996.756862389,"NT"
"24853","Lupinus pilosus",1437149.39507261,"NT"
"24854","Aloe broomii",154801.137434846,"NT"
"24855","Aloe melanacantha",40920.3878287228,"NT"
"24856","Aloe pearsonii",12547.8926809432,"VU"
"24857","Loudetia simplex",831806.170942861,"NT"
"24858","Berberis ilicifolia",1188983.58071418,"NT"
"24859","Mitchella undulata",586508.212466416,"NT"
"24860","Hibiscus splendens",808429.686411687,"NT"
"24861","Hibiscus pedunculatus",523925.561517376,"NT"
"24862","Daphne sericea",217392.602006944,"NT"
"24863","Vachellia tortilis",26245281.8547359,"NT"
"24864","Bergbambos tessellata",88073.1461032302,"NT"
"24865","Isatis lusitanica",206985.391510085,"NT"
"24866","Iris hermona",11988.6927240164,"VU"
"24867","Hoodia gordonii",634960.61161009,"NT"
"24868","Tricliceras glanduliferum",1131792.11011335,"NT"
"24869","Calceolaria uniflora",468855.490422661,"NT"
"24870","Streptocarpus dunnii",21953.5660556966,"NT"
"24871","Erodium acaule",7316031.42474294,"NT"
"24872","Grindelia chiloensis",1449280.12319099,"NT"
"24873","Plocama aucheri",555043.741881661,"NT"
"24874","Arnebia hispidissima",3316456.28807453,"NT"
"24875","Morettia parviflora",2722089.78682392,"NT"
"24876","Oenothera rubricaulis",9115993.02552406,"NT"
"24877","Eupomatia bennettii",48196.5595077064,"NT"
"24878","Ipomoea magnusiana",2314762.04399296,"NT"
"24879","Coccinia rehmannii",2842062.73292581,"NT"
"24880","Salvia hierosolymitana",382160.599247501,"NT"
"24881","Salvia austriaca",1201297.7571031,"NT"
"24882","Cyperus brevifolius",72845165.4922829,"NT"
"24883","Ficus rumphii",18010323.2234419,"NT"
"24884","Bellevalia flexuosa",101528.084415934,"NT"
"24885","Haemanthus deformis",65927.4104203991,"NT"
"24886","Dictyosphaeria versluysii",273316.348829367,"NT"
"24887","Dendrosenecio keniensis",22898.5687532878,"NT"
"24888","Eulophia petersii",682958.562856243,"NT"
"24889","Daphne alpina",586633.572563644,"NT"
"24890","Ornithogalum pyramidale",983386.926123222,"NT"
"24891","Hybanthus fruticulosus",74546.5602123656,"NT"
"24892","Janusia californica",176231.48345718,"NT"
"24893","Anastatica hierochuntica",6742244.91449755,"NT"
"24894","Doronicum clusii",179203.571413047,"NT"
"24895","Aspasia epidendroides",1233415.37939809,"NT"
"24896","Trichoceros antennifer",381971.899783543,"NT"
"24897","Pteris arisanensis",2353847.90321704,"NT"
"24898","Cyperus denudatus",4245128.70528281,"NT"
"24899","Cunonia macrophylla",11316.3924727097,"VU"
"24900","Helianthemum aegyptiacum",738128.812018931,"NT"
"24901","Curtisia dentata",521248.385438674,"NT"
"24902","Malva cretica",681991.463642477,"NT"
"24903","Castilleja talamancensis",5374.28631989227,"VU"
"24904","Malva subovata",2888810.16785495,"NT"
"24905","Malva setigera",7155636.6613007,"NT"
"24906","Limonium pectinatum",1914904.9857464,"NT"
"24907","Acleisanthes diffusa",467939.624704661,"NT"
"24908","Sesamoides interrupta",110227.299466641,"NT"
"24909","Krigia virginica",2755074.76332217,"NT"
"24910","Sclerocroton melanostictus",178074.170706621,"NT"
"24911","Perezia recurvata",1098854.25251649,"NT"
"24912","Ledebouria revoluta",12882369.3686948,"NT"
"24913","Ledebouria ovatifolia",484615.250730277,"NT"
"24914","Arabidopsis halleri",1378618.41377855,"NT"
"24915","Gladiolus elliotii",473378.161589847,"NT"
"24916","Ledebouria sandersonii",207527.680182609,"NT"
"24917","Capsella grandiflora",97376.4943210691,"NT"
"24918","Erysimum rhaeticum",316232.414829072,"NT"
"24919","Ceropegia rendallii",158072.621040407,"NT"
"24920","Buchnera simplex",352033.537525332,"NT"
"24921","Lannea edulis",2729262.11767631,"NT"
"24922","Dipteryx oleifera",1409215.35688775,"NT"
"24923","Eriobotrya deflexa",15234573.4240912,"NT"
"24924","Drimiopsis burkei",757296.597831481,"NT"
"24925","Xerophyta humilis",763172.894804802,"NT"
"24926","Blepharis integrifolia",6791029.72301562,"NT"
"24927","Blepharis subvolubilis",442360.063246644,"NT"
"24928","Rorippa pyrenaica",835829.157128205,"NT"
"24929","Cardamine resedifolia",226510.054648742,"NT"
"24930","Eschscholzia androuxii",4011.31179122489,"EN"
"24931","Blakea anomala",66497.6253279806,"NT"
"24932","Pappostipa speciosa",3771110.56995926,"NT"
"24933","Malcolmia chia",374526.58156014,"NT"
"24934","Ledebouria asperifolia",1270170.00330334,"NT"
"24935","Searsia pondoensis",106754.560289698,"NT"
"24936","Barleria ovata",319094.241845968,"NT"
"24937","Justicia anagalloides",529434.640587136,"NT"
"24938","Anthyllis cytisoides",237637.522441098,"NT"
"24939","Huernia hystrix",512164.695408131,"NT"
"24940","Euphorbia hamata",203220.533613591,"NT"
"24941","Salvia fruticosa",883825.677383395,"NT"
"24942","Weinmannia trichosperma",354468.171501932,"NT"
"24943","Rhaphithamnus spinosus",380737.431445796,"NT"
"24944","Lomatia hirsuta",440559.347876222,"NT"
"24945","Maytenus disticha",492696.120260835,"NT"
"24946","Dawsonia longiseta",1240947.05569268,"NT"
"24947","Dawsonia polytrichoides",549068.56216549,"NT"
"24948","Gevuina avellana",286719.110295526,"NT"
"24949","Fuchsia lycioides",117088.226616076,"NT"
"24950","Adesmia emarginata",56598.5200360781,"NT"
"24951","Floscopa glomerata",6185195.03242059,"NT"
"24952","Floscopa robusta",2713711.21125289,"NT"
"24953","Stachyurus himalaicus",1863788.63682063,"NT"
"24954","Micromeria juliana",644481.651982242,"NT"
"24955","Asphodelus cerasiferus",1589119.12412033,"NT"
"24956","Mucuna birdwoodiana",522846.298152085,"NT"
"24957","Grevillea victoriae",1090048.63828164,"NT"
"24958","Pulicaria glutinosa",3188524.54432591,"NT"
"24959","Daphniphyllum teijsmannii",243288.790356535,"NT"
"24960","Euphorbia sieboldiana",2087975.69439819,"NT"
"24961","Trifolium physodes",2573382.2537271,"NT"
"24962","Heliotropium ciliatum",1855640.06950256,"NT"
"24963","Sonchus acaulis",14280.5776951596,"VU"
"24964","Viola philippica",3613598.10343846,"NT"
"24965","Brunfelsia uniflora",3860506.46355917,"NT"
"24966","Olearia angulata",192038.010818301,"NT"
"24967","Cleistogenes serotina",2508218.86606143,"NT"
"24968","Iris suaveolens",259413.954160913,"NT"
"24969","Ophrys omegaifera",1560295.88337566,"NT"
"24970","Corydalis turtschaninovii",1920999.25529454,"NT"
"24971","Corydalis fumariifolia",1040810.31573037,"NT"
"24972","Oldenlandia consanguinea",73994.4548849719,"NT"
"24973","Rosa corymbifera",19087079.895715,"NT"
"24974","Sedum japonicum",5962682.94762528,"NT"
"24975","Trifolium patens",2022830.58793981,"NT"
"24976","Aechmea aquilega",2336992.2552945,"NT"
"24977","Notothixos subaureus",540579.095207431,"NT"
"24978","Notothixos incanus",607158.573474763,"NT"
"24979","Codon schenckii",270088.613389319,"NT"
"24980","Indigofera alternans",1132785.15655154,"NT"
"24981","Solidago houghtonii",69133.8794497353,"NT"
"24982","Pulsatilla chinensis",2610378.47011922,"NT"
"24983","Ruschia geminiflora",91547.8390531846,"NT"
"24984","Ruschia macowanii",194059.805047549,"NT"
"24985","Allium polyanthum",1837123.69475835,"NT"
"24986","Wahlenbergia ceracea",127589.037061941,"NT"
"24987","Stachys glutinosa",91360.5925569387,"NT"
"24988","Onopordum blancheanum",302389.48240479,"NT"
"24989","Cichorium pumilum",10786238.7411658,"NT"
"24990","Alcea setosa",2124780.65300791,"NT"
"24991","Azara celastrina",190902.3806614,"NT"
"24992","Azara dentata",129505.89021786,"NT"
"24993","Picnomon acarna",5062516.63681937,"NT"
"24994","Lomelosia prolifera",1365639.78393086,"NT"
"24995","Salvia dominica",186841.50028743,"NT"
"24996","Fritillaria persica",163239.651596322,"NT"
"24997","Geropogon hybridus",3370725.54891459,"NT"
"24998","Salvia indica",872089.69161575,"NT"
"24999","Trifolium clypeatum",386424.631548924,"NT"
"25000","Euphorbia hierosolymitana",1295303.851946,"NT"
"25001","Allium schubertii",9818622.37290135,"NT"
"25002","Dipodium pardalinum",258347.014435943,"NT"
"25003","Carex pilosa",3137486.16019942,"NT"
"25004","Selaginella remotifolia",9033005.24822902,"NT"
"25005","Salvia macellaria",131918.9012865,"NT"
"25006","Salvia gesneriiflora",587023.282292977,"NT"
"25007","Ajuga multiflora",2068619.07783974,"NT"
"25008","Philesia magellanica",439298.810072077,"NT"
"25009","Morella serrata",4393019.96413697,"NT"
"25010","Cerastium carinthiacum",108587.195895779,"NT"
"25011","Phlomis lanata",18770.477078862,"VU"
"25012","Helmholtzia glaberrima",90733.0941821299,"NT"
"25013","Anemonoides trifolia",348101.859484041,"NT"
"25014","Amyema pendula",964032.812442469,"NT"
"25015","Coronidium oxylepis",652802.091359343,"NT"
"25016","Tribulus zeyheri",1473262.68742726,"NT"
"25017","Achillea arabica",8175405.21120994,"NT"
"25018","Adonis palaestina",38012.2435658075,"NT"
"25019","Aeluropus lagopoides",2646884.34837723,"NT"
"25020","Aeluropus littoralis",5657470.59197033,"NT"
"25021","Alcea acaulis",152619.924049832,"NT"
"25022","Alkanna strigosa",138863.487646743,"NT"
"25023","Allium carmeli",109063.166319851,"NT"
"25024","Allium daninianum",95513.6958900351,"NT"
"25025","Alyssum baumgartnerianum",11918.0391375411,"VU"
"25026","Anchusa ovata",2494131.66806952,"NT"
"25027","Aristolochia bottae",1487994.36156388,"NT"
"25028","Astragalus palaestinus",166282.459024774,"NT"
"25029","Ballota saxatilis",4610208.51209417,"NT"
"25030","Bryonia syriaca",65885.8284526184,"NT"
"25031","Campanula hierosolymitana",73793.8851816099,"NT"
"25032","Capparis zoharyi",1066716.16215273,"NT"
"25033","Cardopatium corymbosum",534074.826102099,"NT"
"25034","Carduus argentatus",4023963.24401441,"NT"
"25035","Carlina curetum",318689.744638205,"NT"
"25036","Carlina libanotica",204458.749170155,"NT"
"25037","Carthamus tenuis",667811.367197159,"NT"
"25038","Catananche lutea",355029.257825688,"NT"
"25039","Centaurea ascalonica",28054.5992568137,"NT"
"25040","Centaurea crocodylium",134910.603153874,"NT"
"25041","Cephalaria joppensis",599350.994654746,"NT"
"25042","Chaetosciadium trichospermum",123227.324842038,"NT"
"25043","Chiliadenus iphionoides",210727.923547699,"NT"
"25044","Cirsium phyllocephalum",89052.3740121966,"NT"
"25045","Colchicum feinbruniae",192555.535194917,"NT"
"25046","Colchicum hierosolymitanum",258711.116213373,"NT"
"25047","Convolvulus dorycnium",2888722.65997764,"NT"
"25048","Convolvulus pentapetaloides",343751.721362047,"NT"
"25049","Crambe orientalis",6178417.79821538,"NT"
"25050","Crocus hermoneus",94854.611545756,"NT"
"25051","Crucianella macrostachya",2552191.98545267,"NT"
"25052","Cynara syriaca",56017.1832168003,"NT"
"25053","Cyperus nitidus",3411027.53308498,"NT"
"25054","Dryopteris pallida",1248886.80442561,"NT"
"25055","Echinops polyceras",14006817.9218051,"NT"
"25056","Echium judaeum",109735.545148341,"NT"
"25057","Echium glomeratum",475074.360857041,"NT"
"25058","Enarthrocarpus arcuatus",240012.654760444,"NT"
"25059","Erodium subintegrifolium",8087.40389310388,"VU"
"25060","Eryngium glomeratum",1589110.16336727,"NT"
"25061","Galium rivale",3320452.55530607,"NT"
"25062","Gypsophila capillaris",1780029.25550489,"NT"
"25063","Hedypnois rhagadioloides",7484246.14474884,"NT"
"25064","Helianthemum syriacum",1009896.01871747,"NT"
"25065","Helichrysum sanguineum",369651.995865587,"NT"
"25066","Heliotropium rotundifolium",186011.507875182,"NT"
"25067","Himantoglossum caprinum",28657.3564117123,"NT"
"25068","Hordeum spontaneum",13009099.8976276,"NT"
"25069","Hypericum triquetrifolium",1242185.69293273,"NT"
"25070","Iris atropurpurea",8087.40389310388,"VU"
"25071","Iris bismarckiana",246494.867098878,"NT"
"25072","Iris grant-duffii",256993.240933971,"NT"
"25073","Iris lortetii",69721.4621354812,"NT"
"25074","Iris mariae",66557.3366403488,"NT"
"25075","Iris palaestina",110682.428089259,"NT"
"25076","Iris petrana",88130.2180475998,"NT"
"25077","Kickxia aegyptiaca",6426158.56543166,"NT"
"25078","Lactuca tuberosa",2145887.3806538,"NT"
"25079","Lathyrus blepharicarpos",169299.187074795,"NT"
"25080","Lecokia cretica",662143.96050479,"NT"
"25081","Legousia falcata",2988657.28517046,"NT"
"25082","Lomelosia palaestina",4243131.71547258,"NT"
"25083","Lotus glinoides",2535415.86452495,"NT"
"25084","Lotus longisiliquosus",5053509.73395724,"NT"
"25085","Lotus peregrinus",1616903.53530664,"NT"
"25086","Malvella sherardiana",806475.048890476,"NT"
"25087","Maresia nana",1617401.06841333,"NT"
"25088","Michauxia campanuloides",832676.741500016,"NT"
"25089","Micromeria nervosa",505489.079905126,"NT"
"25090","Nigella ciliaris",97360.5809596198,"NT"
"25091","Noaea mucronata",4701549.13650343,"NT"
"25092","Ochthodium aegyptiacum",69721.4621354812,"NT"
"25093","Onobrychis squarrosa",1229683.5748512,"NT"
"25094","Ononis pubescens",3825737.62827221,"NT"
"25095","Onopordum cynarocephalum",11386803.0723099,"NT"
"25096","Orchis galilaea",136424.813397046,"NT"
"25097","Orchis punctulata",772123.163657643,"NT"
"25098","Phlomis viscosa",1213327.09615318,"NT"
"25099","Platanthera holmboei",190608.523590967,"NT"
"25100","Prangos ferulacea",1370768.33857236,"NT"
"25101","Pterocephalus brevis",1442279.71621363,"NT"
"25102","Ranunculus constantinopolitanus",3951503.13171032,"NT"
"25103","Ranunculus millefolius",7743499.69897315,"NT"
"25104","Ranunculus scandicinus",105269.495464732,"NT"
"25105","Raphanus rostratus",101740935.881901,"NT"
